Survived;Pclass;Sex;Age;SibSp;Parch;Fare;Embarked;Clase_baja
0;3;male;22,0000000000000;0;0;9,0000;S;TRUE
1;3;male;29,0000000000000;0;0;9,5000;S;TRUE
1;3;female;29,6792717086835;0;0;7,7875;Q;TRUE
0;1;male;28,0000000000000;0;0;47,1000;S;FALSE
1;2;female;17,0000000000000;0;0;10,5000;S;FALSE
1;3;female;33,0000000000000;3;0;15,8500;S;TRUE
0;3;male;16,0000000000000;1;3;34,3750;S;TRUE
0;3;male;29,6792717086835;0;0;8,0500;S;TRUE
0;3;male;24,0000000000000;0;0;8,0500;S;TRUE
0;3;male;29,0000000000000;0;0;8,0500;S;TRUE
0;3;male;20,0000000000000;0;0;7,8542;S;TRUE
0;1;male;46,0000000000000;1;0;61,1750;S;FALSE
0;3;male;26,0000000000000;1;2;20,5750;S;TRUE
0;3;male;59,0000000000000;0;0;7,2500;S;TRUE
0;3;male;29,6792717086835;0;0;8,0500;S;TRUE
0;1;male;71,0000000000000;0;0;34,6542;C;FALSE
1;1;male;23,0000000000000;0;1;63,3583;C;FALSE
1;2;female;34,0000000000000;0;1;23,0000;S;FALSE
0;2;male;34,0000000000000;1;0;26,0000;S;FALSE
0;3;female;28,0000000000000;0;0;7,8958;S;TRUE
0;3;male;29,6792717086835;0;0;7,8958;S;TRUE
0;3;male;33,0000000000000;0;0;8,6542;S;TRUE
0;3;male;37,0000000000000;2;0;7,9250;S;TRUE
0;3;male;28,0000000000000;0;0;7,8958;S;TRUE
1;3;female;21,0000000000000;0;0;7,6500;S;TRUE
1;3;male;29,6792717086835;0;0;7,7750;S;TRUE
0;3;male;38,0000000000000;0;0;7,8958;S;TRUE
1;3;female;29,6792717086835;1;0;24,1500;Q;TRUE
0;1;male;47,0000000000000;0;0;52,0000;S;FALSE
0;3;female;14,0000000000000;1;0;14,4542;C;TRUE
0;3;male;22,0000000000000;0;0;8,0500;S;TRUE
0;3;female;20,0000000000000;1;0;9,8250;S;TRUE
0;3;female;17,0000000000000;0;0;14,4583;C;TRUE
0;3;male;21,0000000000000;0;0;7,9250;S;TRUE
0;3;male;70,0000000000000;0;0;7,7500;Q;TRUE
0;2;male;29,0000000000000;1;0;21,0000;S;FALSE
0;3;female;2,0000000000000;4;2;31,2750;S;TRUE
0;3;male;29,6792717086835;0;0;8,0500;S;TRUE
0;2;male;32,0000000000000;1;0;30,0708;C;FALSE
1;2;female;32,0000000000000;0;0;13,0000;S;FALSE
1;3;male;12,0000000000000;1;0;11,2417;C;TRUE
0;3;male;29,6792717086835;0;0;7,7500;Q;TRUE
1;3;male;24,0000000000000;0;0;7,1417;S;TRUE
1;3;female;29,6792717086835;1;1;22,3583;C;TRUE
0;3;male;45,0000000000000;0;0;6,9750;S;TRUE
0;3;male;33,0000000000000;0;0;7,8958;C;TRUE
0;3;male;20,0000000000000;0;0;7,0500;S;TRUE
0;3;female;47,0000000000000;1;0;14,5000;S;TRUE
1;2;female;29,0000000000000;1;0;26,0000;S;FALSE
0;2;male;25,0000000000000;0;0;13,0000;S;FALSE
0;2;male;23,0000000000000;0;0;15,0458;C;FALSE
1;1;female;19,0000000000000;0;2;26,2833;S;FALSE
0;1;male;37,0000000000000;1;0;53,1000;S;FALSE
0;3;male;16,0000000000000;0;0;9,2167;S;TRUE
0;3;female;29,6792717086835;0;2;15,2458;C;TRUE
1;3;female;22,0000000000000;0;0;7,7500;S;TRUE
1;3;female;24,0000000000000;1;0;15,8500;S;TRUE
0;3;male;19,0000000000000;0;0;6,7500;Q;TRUE
0;2;male;18,0000000000000;0;0;11,5000;S;FALSE
0;2;male;19,0000000000000;1;1;36,7500;S;FALSE
1;3;male;27,0000000000000;0;0;7,7958;S;TRUE
0;3;female;9,0000000000000;2;2;34,3750;S;TRUE
0;2;male;36,0000000000000;0;2;26,0000;S;FALSE
0;2;male;42,0000000000000;0;0;13,0000;S;FALSE
0;2;male;51,0000000000000;0;0;12,5250;S;FALSE
0;3;male;55,0000000000000;0;0;8,0500;S;TRUE
0;3;male;40,0000000000000;0;2;14,5000;S;TRUE
0;3;male;29,6792717086835;0;0;7,3125;S;TRUE
0;1;male;51,0000000000000;0;1;61,3792;C;FALSE
1;3;female;16,0000000000000;0;0;7,7333;Q;TRUE
0;3;male;30,0000000000000;0;0;8,0500;S;TRUE
0;3;male;29,6792717086835;0;0;8,6625;S;TRUE
0;3;male;44,0000000000000;0;1;16,1000;S;TRUE
1;2;female;40,0000000000000;0;0;15,7500;S;FALSE
0;3;male;26,0000000000000;0;0;7,7750;S;TRUE
0;3;male;17,0000000000000;0;0;8,6625;S;TRUE
0;3;male;1,0000000000000;4;1;39,6875;S;TRUE
1;3;male;9,0000000000000;0;2;20,5250;S;TRUE
1;1;female;29,6792717086835;0;1;55,0000;S;FALSE
0;3;female;45,0000000000000;1;4;27,9000;S;TRUE
0;1;male;29,6792717086835;0;0;25,9250;S;FALSE
0;3;male;28,0000000000000;0;0;56,4958;S;TRUE
0;1;male;61,0000000000000;0;0;33,5000;S;FALSE
0;3;male;4,0000000000000;4;1;29,1250;Q;TRUE
1;3;female;1,0000000000000;1;1;11,1333;S;TRUE
0;3;male;21,0000000000000;0;0;7,9250;S;TRUE
0;1;male;56,0000000000000;0;0;30,6958;C;FALSE
0;3;male;18,0000000000000;1;1;7,8542;S;TRUE
0;3;male;29,6792717086835;3;1;25,4667;S;TRUE
0;1;female;50,0000000000000;0;0;28,7125;C;FALSE
0;2;male;30,0000000000000;0;0;13,0000;S;FALSE
0;3;male;36,0000000000000;0;0;0,0000;S;TRUE
0;2;male;29,6792717086835;0;0;15,0500;C;FALSE
0;3;male;9,0000000000000;4;2;31,3875;S;TRUE
1;2;male;1,0000000000000;2;1;39,0000;S;FALSE
1;3;female;4,0000000000000;0;2;22,0250;S;TRUE
0;1;male;29,6792717086835;0;0;50,0000;S;FALSE
1;3;female;29,6792717086835;1;0;15,5000;Q;TRUE
1;1;male;45,0000000000000;0;0;26,5500;S;FALSE
0;3;male;40,0000000000000;1;1;15,5000;Q;TRUE
0;3;male;36,0000000000000;0;0;7,8958;S;TRUE
1;2;female;32,0000000000000;0;0;13,0000;S;FALSE
0;2;male;19,0000000000000;0;0;13,0000;S;FALSE
1;3;female;19,0000000000000;1;0;7,8542;S;TRUE
1;2;male;3,0000000000000;1;1;26,0000;S;FALSE
1;1;female;44,0000000000000;0;0;27,7208;C;FALSE
0;3;male;29,6792717086835;0;0;7,7500;Q;TRUE
0;3;male;42,0000000000000;0;1;8,4042;S;TRUE
1;3;female;29,6792717086835;0;0;7,7500;Q;TRUE
0;2;female;24,0000000000000;0;0;13,0000;S;FALSE
0;3;male;28,0000000000000;0;0;9,5000;S;TRUE
0;3;male;34,0000000000000;0;0;6,4958;S;TRUE
0;3;male;45,0000000000000;0;0;7,2250;C;TRUE
1;3;male;18,0000000000000;0;0;8,0500;S;TRUE
0;3;female;2,0000000000000;0;1;10,4625;S;TRUE
0;3;male;32,0000000000000;1;0;15,8500;S;TRUE
1;3;male;26,0000000000000;0;0;18,7875;C;TRUE
1;3;female;16,0000000000000;0;0;7,7500;Q;TRUE
1;1;male;40,0000000000000;0;0;31,0000;C;FALSE
0;3;male;24,0000000000000;0;0;7,0500;S;TRUE
1;2;female;35,0000000000000;0;0;21,0000;S;FALSE
0;3;male;22,0000000000000;0;0;7,2500;S;TRUE
0;2;male;30,0000000000000;0;0;13,0000;S;FALSE
0;3;male;29,6792717086835;1;0;7,7500;Q;TRUE
1;3;female;27,0000000000000;0;0;7,9250;S;TRUE
0;2;male;42,0000000000000;1;0;27,0000;S;FALSE
0;2;male;30,0000000000000;0;0;10,5000;S;FALSE
1;3;male;16,0000000000000;0;0;8,0500;S;TRUE
0;2;male;27,0000000000000;0;0;13,0000;S;FALSE
0;3;male;51,0000000000000;0;0;8,0500;S;TRUE
0;3;male;29,6792717086835;0;0;7,8958;S;TRUE
0;3;male;22,0000000000000;0;0;9,3500;S;TRUE
1;2;male;19,0000000000000;0;0;10,5000;S;FALSE
0;3;male;20,0000000000000;0;0;7,2500;S;TRUE
0;2;male;18,0000000000000;0;0;13,0000;S;FALSE
0;3;female;29,6792717086835;3;1;25,4667;S;TRUE
0;3;male;29,0000000000000;0;0;7,7750;S;TRUE
0;2;male;59,0000000000000;0;0;13,5000;S;FALSE
1;3;female;5,0000000000000;4;2;31,3875;S;TRUE
0;2;male;24,0000000000000;0;0;10,5000;S;FALSE
0;3;female;29,6792717086835;0;0;7,5500;S;TRUE
0;2;male;44,0000000000000;1;0;26,0000;S;FALSE
1;2;female;8,0000000000000;0;2;26,2500;S;FALSE
0;2;male;19,0000000000000;0;0;10,5000;S;FALSE
0;2;male;33,0000000000000;0;0;12,2750;S;FALSE
0;3;female;29,6792717086835;1;0;14,4542;C;TRUE
1;3;female;29,6792717086835;1;0;15,5000;Q;TRUE
0;2;male;29,0000000000000;0;0;10,5000;S;FALSE
0;3;male;22,0000000000000;0;0;7,1250;S;TRUE
0;3;male;30,0000000000000;0;0;7,2250;C;TRUE
0;3;female;25,0000000000000;0;0;7,7750;S;TRUE
1;2;female;24,0000000000000;0;2;14,5000;S;FALSE
1;1;male;37,0000000000000;1;1;52,5542;S;FALSE
0;2;male;54,0000000000000;1;0;26,0000;S;FALSE
0;3;male;29,6792717086835;0;0;7,2500;S;TRUE
0;3;female;29,0000000000000;1;1;10,4625;S;TRUE
0;1;male;62,0000000000000;0;0;26,5500;S;FALSE
0;3;male;30,0000000000000;1;0;16,1000;S;TRUE
0;3;female;41,0000000000000;0;2;20,2125;S;TRUE
1;3;female;29,0000000000000;0;2;15,2458;C;TRUE
1;2;female;50,0000000000000;0;1;26,0000;S;FALSE
0;3;male;29,6792717086835;0;0;7,7500;Q;TRUE
1;3;male;3,0000000000000;4;2;31,3875;S;TRUE
0;1;male;40,0000000000000;0;0;0,0000;S;FALSE
0;3;female;29,6792717086835;0;0;7,7500;Q;TRUE
0;2;male;36,0000000000000;0;0;10,5000;S;FALSE
0;3;male;16,0000000000000;4;1;39,6875;S;TRUE
1;3;male;25,0000000000000;1;0;7,7750;S;TRUE
0;1;male;29,6792717086835;0;0;31,0000;S;FALSE
1;3;male;25,0000000000000;0;0;0,0000;S;TRUE
1;2;female;41,0000000000000;0;1;19,5000;S;FALSE
0;1;male;37,0000000000000;0;1;29,7000;C;FALSE
1;3;female;29,6792717086835;0;0;7,7500;Q;TRUE
0;3;female;45,0000000000000;0;0;7,7500;S;TRUE
0;2;male;29,6792717086835;0;0;0,0000;S;FALSE
0;3;male;7,0000000000000;4;1;29,1250;Q;TRUE
1;3;female;35,0000000000000;1;1;20,2500;S;TRUE
0;3;male;65,0000000000000;0;0;7,7500;Q;TRUE
0;3;male;28,0000000000000;0;0;7,8542;S;TRUE
0;3;male;16,0000000000000;0;0;9,5000;S;TRUE
1;3;male;19,0000000000000;0;0;8,0500;S;TRUE
0;1;male;29,6792717086835;0;0;26,0000;S;FALSE
0;3;male;33,0000000000000;0;0;8,6625;C;TRUE
1;3;male;30,0000000000000;0;0;9,5000;S;TRUE
0;3;male;22,0000000000000;0;0;7,8958;S;TRUE
1;2;male;42,0000000000000;0;0;13,0000;S;FALSE
1;3;female;22,0000000000000;0;0;7,7500;Q;TRUE
0;2;male;36,0000000000000;0;0;12,8750;C;FALSE
0;3;female;24,0000000000000;0;0;8,8500;S;TRUE
0;3;male;24,0000000000000;0;0;7,8958;S;TRUE
0;1;male;29,6792717086835;0;0;27,7208;C;FALSE
0;3;male;23,0000000000000;0;0;7,2292;C;TRUE
1;1;male;29,6792717086835;0;0;30,5000;S;FALSE
1;3;female;29,6792717086835;0;0;7,7500;Q;TRUE
1;3;male;29,6792717086835;2;0;23,2500;Q;TRUE
0;3;male;19,0000000000000;0;0;0,0000;S;TRUE
1;2;female;29,6792717086835;0;0;12,3500;Q;FALSE
0;3;male;29,6792717086835;0;0;8,0500;S;TRUE
0;2;male;30,0000000000000;1;0;24,0000;C;FALSE
1;1;female;30,0000000000000;0;0;56,9292;C;FALSE
0;2;female;26,0000000000000;1;1;26,0000;S;FALSE
0;3;male;28,0000000000000;0;0;7,8958;S;TRUE
0;2;male;43,0000000000000;1;1;26,2500;S;FALSE
1;3;female;26,0000000000000;0;0;7,8542;S;TRUE
1;2;female;24,0000000000000;1;0;26,0000;S;FALSE
0;2;male;54,0000000000000;0;0;14,0000;S;FALSE
0;3;male;22,0000000000000;0;0;7,2500;S;TRUE
0;3;male;27,0000000000000;0;0;7,8958;S;TRUE
1;2;female;30,0000000000000;0;0;12,3500;Q;FALSE
1;2;female;22,0000000000000;1;1;29,0000;S;FALSE
0;3;male;61,0000000000000;0;0;6,2375;S;TRUE
1;2;female;36,0000000000000;0;0;13,0000;S;FALSE
1;3;female;31,0000000000000;1;1;20,5250;S;TRUE
1;1;female;16,0000000000000;0;1;57,9792;C;FALSE
1;3;female;29,6792717086835;2;0;23,2500;Q;TRUE
0;1;male;45,0000000000000;0;0;28,5000;S;FALSE
0;3;male;16,0000000000000;2;0;18,0000;S;TRUE
0;3;male;29,6792717086835;0;0;7,8958;S;TRUE
1;3;male;45,0000000000000;0;0;8,0500;S;TRUE
0;1;male;45,0000000000000;0;0;35,5000;S;FALSE
1;2;male;2,0000000000000;1;1;26,0000;S;FALSE
0;2;male;28,0000000000000;0;0;13,0000;S;FALSE
0;2;male;25,0000000000000;0;0;13,0000;S;FALSE
0;2;male;36,0000000000000;0;0;13,0000;S;FALSE
1;2;female;24,0000000000000;0;0;13,0000;S;FALSE
1;2;female;40,0000000000000;0;0;13,0000;S;FALSE
1;3;female;29,6792717086835;1;0;16,1000;S;TRUE
1;3;male;3,0000000000000;1;1;15,9000;S;TRUE
0;3;male;42,0000000000000;0;0;8,6625;S;TRUE
0;3;male;23,0000000000000;0;0;9,2250;S;TRUE
0;1;male;29,6792717086835;0;0;35,0000;S;FALSE
0;3;male;15,0000000000000;1;1;7,2292;C;TRUE
0;3;male;25,0000000000000;1;0;17,8000;S;TRUE
0;3;male;29,6792717086835;0;0;7,2250;C;TRUE
0;3;male;28,0000000000000;0;0;9,5000;S;TRUE
1;1;female;22,0000000000000;0;1;55,0000;S;FALSE
0;2;female;38,0000000000000;0;0;13,0000;S;FALSE
1;3;female;29,6792717086835;0;0;7,8792;Q;TRUE
1;3;female;29,6792717086835;0;0;7,8792;Q;TRUE
0;3;male;40,0000000000000;1;4;27,9000;S;TRUE
0;2;male;29,0000000000000;1;0;27,7208;C;FALSE
0;3;female;45,0000000000000;0;1;14,4542;C;TRUE
0;3;male;35,0000000000000;0;0;7,0500;S;TRUE
0;3;male;29,6792717086835;1;0;15,5000;Q;TRUE
0;3;male;30,0000000000000;0;0;7,2500;S;TRUE
1;3;female;29,6792717086835;0;0;7,2292;C;TRUE
1;3;female;29,6792717086835;0;0;7,7500;Q;TRUE
1;1;male;25,0000000000000;1;0;55,4417;C;FALSE
0;3;male;18,0000000000000;1;0;6,4958;S;TRUE
0;3;male;19,0000000000000;0;0;8,0500;S;TRUE
0;3;female;3,0000000000000;3;1;21,0750;S;TRUE
1;3;female;22,0000000000000;0;0;7,2500;S;TRUE
0;3;male;20,0000000000000;0;0;4,0125;C;TRUE
0;3;male;19,0000000000000;0;0;7,7750;S;TRUE
1;3;female;1,0000000000000;0;2;15,7417;C;TRUE
0;3;male;32,0000000000000;0;0;7,9250;S;TRUE
1;1;female;35,0000000000000;1;0;52,0000;S;FALSE
0;3;male;29,6792717086835;0;0;7,8958;S;TRUE
0;3;male;1,0000000000000;5;2;46,9000;S;TRUE
1;2;female;36,0000000000000;0;0;13,0000;S;FALSE
0;3;male;29,6792717086835;0;0;7,7292;Q;TRUE
1;2;female;17,0000000000000;0;0;12,0000;C;FALSE
1;3;male;21,0000000000000;0;0;7,7958;S;TRUE
0;3;male;28,0000000000000;2;0;7,9250;S;TRUE
1;3;female;24,0000000000000;0;2;16,7000;S;TRUE
0;3;male;22,0000000000000;0;0;7,7958;S;TRUE
0;3;female;31,0000000000000;0;0;7,8542;S;TRUE
0;2;male;46,0000000000000;0;0;26,0000;S;FALSE
0;2;male;23,0000000000000;0;0;10,5000;S;FALSE
1;2;female;28,0000000000000;0;0;12,6500;S;FALSE
1;3;male;39,0000000000000;0;0;7,9250;S;TRUE
0;3;male;26,0000000000000;0;0;8,0500;S;TRUE
0;3;female;21,0000000000000;1;0;9,8250;S;TRUE
0;3;male;28,0000000000000;1;0;15,8500;S;TRUE
0;3;female;20,0000000000000;0;0;8,6625;S;TRUE
0;2;male;34,0000000000000;1;0;21,0000;S;FALSE
0;3;male;51,0000000000000;0;0;7,7500;S;TRUE
1;2;male;3,0000000000000;1;1;18,7500;S;FALSE
0;3;male;21,0000000000000;0;0;7,7750;S;TRUE
0;3;female;29,6792717086835;3;1;25,4667;S;TRUE
0;3;male;29,6792717086835;0;0;7,8958;S;TRUE
0;3;male;29,6792717086835;0;0;6,8583;Q;TRUE
0;2;male;29,6792717086835;0;0;0,0000;S;FALSE
1;3;male;44,0000000000000;0;0;7,9250;S;TRUE
0;3;female;29,6792717086835;0;0;8,0500;S;TRUE
1;2;female;34,0000000000000;1;1;32,5000;S;FALSE
1;2;female;18,0000000000000;0;2;13,0000;S;FALSE
0;2;male;30,0000000000000;0;0;13,0000;S;FALSE
0;3;female;10,0000000000000;0;2;24,1500;S;TRUE
0;3;male;29,6792717086835;0;0;7,8958;C;TRUE
0;3;male;21,0000000000000;0;0;7,7333;Q;TRUE
0;3;male;29,0000000000000;0;0;7,8750;S;TRUE
0;3;female;28,0000000000000;1;1;14,4000;S;TRUE
0;3;male;18,0000000000000;1;1;20,2125;S;TRUE
0;3;male;29,6792717086835;0;0;7,2500;S;TRUE
1;2;female;28,0000000000000;1;0;26,0000;S;FALSE
1;2;female;19,0000000000000;0;0;26,0000;S;FALSE
0;3;male;29,6792717086835;0;0;7,7500;Q;TRUE
1;3;male;32,0000000000000;0;0;8,0500;S;TRUE
1;1;male;28,0000000000000;0;0;26,5500;S;FALSE
1;3;female;29,6792717086835;1;0;16,1000;S;TRUE
1;2;female;42,0000000000000;1;0;26,0000;S;FALSE
0;3;male;17,0000000000000;0;0;7,1250;S;TRUE
0;1;male;50,0000000000000;1;0;55,9000;S;FALSE
0;3;female;21,0000000000000;2;2;34,3750;S;TRUE
1;2;female;24,0000000000000;2;3;18,7500;S;FALSE
0;2;male;31,0000000000000;0;0;10,5000;S;FALSE
1;2;female;45,0000000000000;1;1;26,2500;S;FALSE
0;3;male;20,0000000000000;0;0;9,5000;S;TRUE
0;3;male;25,0000000000000;1;0;7,7750;S;TRUE
1;2;female;28,0000000000000;0;0;13,0000;S;FALSE
1;3;male;29,6792717086835;0;0;8,1125;S;TRUE
1;2;female;13,0000000000000;0;1;19,5000;S;FALSE
1;1;male;34,0000000000000;0;0;26,5500;S;FALSE
1;3;female;5,0000000000000;2;1;19,2583;C;TRUE
1;1;male;52,0000000000000;0;0;30,5000;S;FALSE
0;2;male;36,0000000000000;1;2;27,7500;S;FALSE
0;3;male;29,6792717086835;1;0;19,9667;S;TRUE
0;1;male;30,0000000000000;0;0;27,7500;C;FALSE
0;3;male;29,6792717086835;0;0;8,0500;S;TRUE
1;3;male;29,0000000000000;0;0;7,8958;C;TRUE
0;1;male;65,0000000000000;0;0;26,5500;S;FALSE
1;1;female;29,6792717086835;1;0;51,8625;S;FALSE
1;2;female;50,0000000000000;0;0;10,5000;S;FALSE
0;3;male;29,6792717086835;0;0;7,7500;Q;TRUE
1;1;male;48,0000000000000;0;0;26,5500;S;FALSE
0;3;male;34,0000000000000;0;0;8,0500;S;TRUE
0;1;male;47,0000000000000;0;0;38,5000;S;FALSE
0;2;male;48,0000000000000;0;0;13,0000;S;FALSE
0;3;male;29,6792717086835;0;0;8,0500;S;TRUE
0;3;male;38,0000000000000;0;0;7,0500;S;TRUE
0;2;male;29,6792717086835;0;0;0,0000;S;FALSE
0;1;male;56,0000000000000;0;0;26,5500;S;FALSE
0;3;male;29,6792717086835;0;0;7,7250;Q;TRUE
1;3;female;0,0000000000000;2;1;19,2583;C;TRUE
0;3;male;29,6792717086835;0;0;7,2500;S;TRUE
0;3;male;38,0000000000000;0;0;8,6625;S;TRUE
1;2;female;33,0000000000000;1;2;27,7500;S;FALSE
1;2;female;23,0000000000000;0;0;13,7917;C;FALSE
0;3;female;22,0000000000000;0;0;9,8375;S;TRUE
0;1;male;29,6792717086835;0;0;52,0000;S;FALSE
0;2;male;34,0000000000000;1;0;21,0000;S;FALSE
0;3;male;29,0000000000000;1;0;7,0458;S;TRUE
0;3;male;22,0000000000000;0;0;7,5208;S;TRUE
1;3;female;2,0000000000000;0;1;12,2875;S;TRUE
0;3;male;9,0000000000000;5;2;46,9000;S;TRUE
0;2;male;29,6792717086835;0;0;0,0000;S;FALSE
0;3;male;50,0000000000000;0;0;8,0500;S;TRUE
1;3;female;63,0000000000000;0;0;9,5875;S;TRUE
0;3;female;29,6792717086835;3;1;25,4667;S;TRUE
0;1;male;58,0000000000000;0;0;29,7000;C;FALSE
0;3;male;30,0000000000000;0;0;8,0500;S;TRUE
1;3;male;9,0000000000000;1;1;15,9000;S;TRUE
0;3;male;29,6792717086835;1;0;19,9667;S;TRUE
0;3;male;21,0000000000000;0;0;7,2500;S;TRUE
0;1;male;55,0000000000000;0;0;30,5000;S;FALSE
0;1;male;71,0000000000000;0;0;49,5042;C;FALSE
0;3;male;21,0000000000000;0;0;8,0500;S;TRUE
0;3;male;29,6792717086835;0;0;14,4583;C;TRUE
0;3;male;29,6792717086835;0;0;15,1000;S;TRUE
0;3;male;24,0000000000000;0;0;7,7958;S;TRUE
0;3;male;17,0000000000000;0;0;8,6625;S;TRUE
0;3;female;21,0000000000000;0;0;7,7500;Q;TRUE
0;3;female;29,6792717086835;0;0;7,6292;Q;TRUE
0;3;female;37,0000000000000;0;0;9,5875;S;TRUE
1;2;female;33,0000000000000;0;2;26,0000;S;FALSE
1;1;male;29,6792717086835;0;0;26,5500;S;FALSE
0;3;male;28,0000000000000;0;0;22,5250;S;TRUE
1;3;male;26,0000000000000;0;0;56,4958;S;TRUE
1;3;male;29,0000000000000;0;0;7,7500;Q;TRUE
0;3;male;29,6792717086835;0;0;8,0500;S;TRUE
1;1;male;36,0000000000000;0;0;26,2875;S;FALSE
1;1;female;54,0000000000000;1;0;59,4000;C;FALSE
0;3;male;24,0000000000000;0;0;7,4958;S;TRUE
0;1;male;47,0000000000000;0;0;34,0208;S;FALSE
1;2;female;34,0000000000000;0;0;10,5000;S;FALSE
0;3;male;29,6792717086835;0;0;24,1500;Q;TRUE
1;2;female;36,0000000000000;1;0;26,0000;S;FALSE
0;3;male;32,0000000000000;0;0;7,8958;S;TRUE
0;3;male;22,0000000000000;0;0;7,8958;S;TRUE
0;3;male;29,6792717086835;0;0;7,2250;C;TRUE
1;1;female;44,0000000000000;0;1;57,9792;C;FALSE
0;3;male;29,6792717086835;0;0;7,2292;C;TRUE
0;3;male;40,0000000000000;0;0;7,7500;Q;TRUE
1;2;female;50,0000000000000;0;0;10,5000;S;FALSE
0;3;male;39,0000000000000;0;0;7,9250;S;TRUE
0;2;male;23,0000000000000;2;1;11,5000;S;FALSE
1;2;female;2,0000000000000;1;1;26,0000;S;FALSE
0;3;male;29,6792717086835;0;0;7,2292;C;TRUE
0;3;male;17,0000000000000;1;1;7,2292;C;TRUE
